Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
NJ,LIVINGSTON TOWNSHIP,NJ,RIKER HILL,340882002142,2009,Non-personnel expenditures at school level,104572.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,RIKER HILL,340882002142,2009,Personnel salaries at school level - teachers only,2202177.00,28.00,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,RIKER HILL,340882002142,2009,Total enrollment,,,0.00,85.00,0.00,10.00,5.00,295.00,15.00,405.00,60.00,5.00,5.00
NJ,LIVINGSTON TOWNSHIP,NJ,BURNET HILL SCHOOL,340882006052,2011,Personnel salaries at school level - total,2170425.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,BURNET HILL SCHOOL,340882006052,2011,Personnel salaries at school level - instructional staff only,1707803.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,BURNET HILL SCHOOL,340882006052,2011,Non-personnel expenditures at school level,161763.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,BURNET HILL SCHOOL,340882006052,2011,Personnel salaries at school level - teachers only,1707803.00,22.00,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,BURNET HILL SCHOOL,340882006052,2011,Total enrollment,,,0.00,64.00,0.00,10.00,16.00,304.00,19.00,413.00,98.00,0.00,16.00
NJ,LIVINGSTON TOWNSHIP,NJ,HARRISON,340882002136,2011,Personnel salaries at school level - total,2662017.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HARRISON,340882002136,2011,Personnel salaries at school level - instructional staff only,2091869.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HARRISON,340882002136,2011,Non-personnel expenditures at school level,229213.00,,,,,,,,,,,,
NJ,LIVINGSTON TOWNSHIP,NJ,HARRISON,340882002136,2011,Personnel salaries at school level - teachers only,2091869.00,29.00,,,,,,,,,,,
