Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),LEP
GA,ATLANTA PUBLIC SCHOOLS,GA,HUTCHINSON ELEMENTARY SCHOOL,130012000039,2011,Personnel salaries at school level - instructional staff only,2284408.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HUTCHINSON ELEMENTARY SCHOOL,130012000039,2011,Non-personnel expenditures at school level,56871.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HUTCHINSON ELEMENTARY SCHOOL,130012000039,2011,Personnel salaries at school level - teachers only,2079531.00,37.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HUTCHINSON ELEMENTARY SCHOOL,130012000039,2011,Total enrollment,,,4.00,2.00,2.00,100.00,400.00,4.00,4.00,516.00,38.00,0.00,76.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GROVE PARK ELEMENTARY SCHOOL,130012000042,2011,Personnel salaries at school level - total,2284437.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,GROVE PARK ELEMENTARY SCHOOL,130012000042,2011,Personnel salaries at school level - instructional staff only,1951567.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,GROVE PARK ELEMENTARY SCHOOL,130012000042,2011,Non-personnel expenditures at school level,62367.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,GROVE PARK ELEMENTARY SCHOOL,130012000042,2011,Personnel salaries at school level - teachers only,1825545.00,36.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,GROVE PARK ELEMENTARY SCHOOL,130012000042,2011,Total enrollment,,,0.00,0.00,0.00,7.00,427.00,2.00,7.00,443.00,32.00,4.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HUMPHRIES ELEMENTARY SCHOOL,130012000043,2011,Personnel salaries at school level - total,2095286.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HUMPHRIES ELEMENTARY SCHOOL,130012000043,2011,Personnel salaries at school level - instructional staff only,1808322.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HUMPHRIES ELEMENTARY SCHOOL,130012000043,2011,Non-personnel expenditures at school level,51988.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HUMPHRIES ELEMENTARY SCHOOL,130012000043,2011,Personnel salaries at school level - teachers only,1680886.00,30.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HUMPHRIES ELEMENTARY SCHOOL,130012000043,2011,Total enrollment,,,0.00,2.00,0.00,67.00,373.00,0.00,2.00,444.00,41.00,0.00,34.00
GA,ATLANTA PUBLIC SCHOOLS,GA,F. L. STANTON ELEMENTARY SCHOOL,130012000045,2011,Personnel salaries at school level - total,1621002.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,F. L. STANTON ELEMENTARY SCHOOL,130012000045,2011,Personnel salaries at school level - instructional staff only,1296823.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,F. L. STANTON ELEMENTARY SCHOOL,130012000045,2011,Non-personnel expenditures at school level,49501.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,F. L. STANTON ELEMENTARY SCHOOL,130012000045,2011,Personnel salaries at school level - teachers only,1157819.00,25.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,F. L. STANTON ELEMENTARY SCHOOL,130012000045,2011,Total enrollment,,,0.00,0.00,0.00,4.00,334.00,0.00,2.00,340.00,17.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,KENNEDY MIDDLE SCHOOL,130012000048,2011,Personnel salaries at school level - total,1950750.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,KENNEDY MIDDLE SCHOOL,130012000048,2011,Personnel salaries at school level - instructional staff only,1497840.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,KENNEDY MIDDLE SCHOOL,130012000048,2011,Non-personnel expenditures at school level,122931.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,KENNEDY MIDDLE SCHOOL,130012000048,2011,Personnel salaries at school level - teachers only,1386936.00,28.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,KENNEDY MIDDLE SCHOOL,130012000048,2011,Total enrollment,,,0.00,0.00,0.00,4.00,376.00,0.00,2.00,382.00,50.00,2.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKS MIDDLE SCHOOL,130012000049,2011,Personnel salaries at school level - total,1851877.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKS MIDDLE SCHOOL,130012000049,2011,Personnel salaries at school level - instructional staff only,1399810.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKS MIDDLE SCHOOL,130012000049,2011,Non-personnel expenditures at school level,73111.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKS MIDDLE SCHOOL,130012000049,2011,Personnel salaries at school level - teachers only,1297861.00,27.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PARKS MIDDLE SCHOOL,130012000049,2011,Total enrollment,,,0.00,2.00,0.00,4.00,451.00,0.00,4.00,461.00,50.00,2.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2011,Personnel salaries at school level - total,2130432.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2011,Personnel salaries at school level - instructional staff only,1751403.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2011,Non-personnel expenditures at school level,62367.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2011,Personnel salaries at school level - teachers only,1586088.00,28.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WOODSON ELEMENTARY SCHOOL,130012000050,2011,Total enrollment,,,0.00,0.00,0.00,7.00,406.00,2.00,0.00,415.00,50.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2011,Personnel salaries at school level - total,1729439.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2011,Personnel salaries at school level - instructional staff only,1439696.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2011,Non-personnel expenditures at school level,37446.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2011,Personnel salaries at school level - teachers only,1331388.00,26.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,TOOMER ELEMENTARY SCHOOL,130012000052,2011,Total enrollment,,,0.00,4.00,2.00,10.00,211.00,73.00,4.00,304.00,41.00,10.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2011,Personnel salaries at school level - total,1511187.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2011,Personnel salaries at school level - instructional staff only,1233098.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2011,Non-personnel expenditures at school level,51215.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2011,Personnel salaries at school level - teachers only,1117918.00,23.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DUNBAR ELEMENTARY SCHOOL,130012000054,2011,Total enrollment,,,0.00,0.00,0.00,5.00,478.00,0.00,4.00,487.00,32.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2011,Personnel salaries at school level - total,2187040.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2011,Personnel salaries at school level - instructional staff only,1698129.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2011,Non-personnel expenditures at school level,81050.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2011,Personnel salaries at school level - teachers only,1537514.00,29.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SYLVAN HILLS MIDDLE SCHOOL,130012000058,2011,Total enrollment,,,0.00,0.00,0.00,4.00,526.00,4.00,10.00,544.00,80.00,4.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SLATER ELEMENTARY SCHOOL,130012000059,2011,Personnel salaries at school level - total,3130400.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SLATER ELEMENTARY SCHOOL,130012000059,2011,Personnel salaries at school level - instructional staff only,2550176.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SLATER ELEMENTARY SCHOOL,130012000059,2011,Non-personnel expenditures at school level,43622.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SLATER ELEMENTARY SCHOOL,130012000059,2011,Personnel salaries at school level - teachers only,2348672.00,49.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SLATER ELEMENTARY SCHOOL,130012000059,2011,Total enrollment,,,2.00,4.00,0.00,19.00,616.00,2.00,13.00,656.00,80.00,2.00,13.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PRICE MIDDLE SCHOOL,130012000060,2011,Personnel salaries at school level - total,3378736.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PRICE MIDDLE SCHOOL,130012000060,2011,Personnel salaries at school level - instructional staff only,2760162.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PRICE MIDDLE SCHOOL,130012000060,2011,Non-personnel expenditures at school level,92270.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PRICE MIDDLE SCHOOL,130012000060,2011,Personnel salaries at school level - teachers only,2564195.00,46.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,PRICE MIDDLE SCHOOL,130012000060,2011,Total enrollment,,,0.00,2.00,0.00,67.00,652.00,4.00,4.00,729.00,98.00,2.00,16.00
GA,ATLANTA PUBLIC SCHOOLS,GA,MILES ELEMENTARY SCHOOL,130012000063,2011,Personnel salaries at school level - total,2467998.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MILES ELEMENTARY SCHOOL,130012000063,2011,Personnel salaries at school level - instructional staff only,2077202.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MILES ELEMENTARY SCHOOL,130012000063,2011,Non-personnel expenditures at school level,71058.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MILES ELEMENTARY SCHOOL,130012000063,2011,Personnel salaries at school level - teachers only,1873075.00,37.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,MILES ELEMENTARY SCHOOL,130012000063,2011,Total enrollment,,,0.00,0.00,0.00,13.00,466.00,2.00,2.00,483.00,59.00,4.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,HERNDON ELEMENTARY,130012000065,2011,Personnel salaries at school level - total,1575110.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HERNDON ELEMENTARY,130012000065,2011,Personnel salaries at school level - instructional staff only,1332765.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HERNDON ELEMENTARY,130012000065,2011,Non-personnel expenditures at school level,111363.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HERNDON ELEMENTARY,130012000065,2011,Personnel salaries at school level - teachers only,1152501.00,25.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,HERNDON ELEMENTARY,130012000065,2011,Total enrollment,,,0.00,0.00,0.00,10.00,301.00,0.00,2.00,313.00,38.00,2.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Personnel salaries at school level - total,6505587.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Personnel salaries at school level - instructional staff only,5251854.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Non-personnel expenditures at school level,211066.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Personnel salaries at school level - teachers only,5115614.00,91.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,GRADY HIGH SCHOOL,130012000066,2011,Total enrollment,,,2.00,25.00,2.00,55.00,1009.00,406.00,49.00,1548.00,125.00,7.00,13.00
GA,ATLANTA PUBLIC SCHOOLS,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2011,Personnel salaries at school level - total,2055913.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2011,Personnel salaries at school level - instructional staff only,1683203.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2011,Non-personnel expenditures at school level,69344.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2011,Personnel salaries at school level - teachers only,1515225.00,31.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,THOMASVILLE HEIGHTS ELEMENTARY SCHOOL,130012000069,2011,Total enrollment,,,2.00,0.00,0.00,16.00,472.00,2.00,2.00,494.00,20.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Personnel salaries at school level - total,3294019.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Personnel salaries at school level - instructional staff only,2288519.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Non-personnel expenditures at school level,359266.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Personnel salaries at school level - teachers only,2033837.00,40.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WASHINGTON HIGH SCHOOL SENIOR ACADEMY,130012000072,2011,Total enrollment,,,0.00,0.00,0.00,4.00,259.00,0.00,2.00,265.00,32.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2011,Personnel salaries at school level - total,1385120.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2011,Personnel salaries at school level - instructional staff only,1096863.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2011,Non-personnel expenditures at school level,41468.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2011,Personnel salaries at school level - teachers only,980962.00,21.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,BENTEEN ELEMENTARY SCHOOL,130012000073,2011,Total enrollment,,,0.00,0.00,0.00,94.00,151.00,2.00,0.00,247.00,29.00,2.00,34.00
GA,ATLANTA PUBLIC SCHOOLS,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2011,Personnel salaries at school level - total,1722852.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2011,Personnel salaries at school level - instructional staff only,1511086.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2011,Non-personnel expenditures at school level,43244.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2011,Personnel salaries at school level - teachers only,1345513.00,29.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,D. H. STANTON ELEMENTARY SCHOOL,130012000077,2011,Total enrollment,,,0.00,0.00,0.00,10.00,292.00,2.00,7.00,311.00,29.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,COAN MIDDLE SCHOOL,130012000082,2011,Personnel salaries at school level - total,2019444.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,COAN MIDDLE SCHOOL,130012000082,2011,Personnel salaries at school level - instructional staff only,1571857.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,COAN MIDDLE SCHOOL,130012000082,2011,Non-personnel expenditures at school level,76327.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,COAN MIDDLE SCHOOL,130012000082,2011,Personnel salaries at school level - teachers only,1463332.00,27.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,COAN MIDDLE SCHOOL,130012000082,2011,Total enrollment,,,2.00,0.00,0.00,4.00,364.00,2.00,4.00,376.00,68.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2011,Personnel salaries at school level - total,1597633.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2011,Personnel salaries at school level - instructional staff only,1324154.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2011,Non-personnel expenditures at school level,112171.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2011,Personnel salaries at school level - teachers only,1198549.00,22.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CAPITOL VIEW ELEMENTARY SCHOOL,130012000084,2011,Total enrollment,,,0.00,0.00,0.00,4.00,286.00,4.00,4.00,298.00,32.00,0.00,2.00
GA,ATLANTA PUBLIC SCHOOLS,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2011,Personnel salaries at school level - total,2698908.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2011,Personnel salaries at school level - instructional staff only,2260153.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2011,Non-personnel expenditures at school level,81387.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2011,Personnel salaries at school level - teachers only,2042974.00,41.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,M. A. JONES ELEMENTARY SCHOOL,130012000085,2011,Total enrollment,,,2.00,0.00,0.00,7.00,682.00,2.00,5.00,698.00,71.00,10.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Personnel salaries at school level - total,6031749.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Personnel salaries at school level - instructional staff only,4732839.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Non-personnel expenditures at school level,186536.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Personnel salaries at school level - teachers only,4453969.00,81.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,DOUGLASS HIGH SCHOOL,130012000089,2011,Total enrollment,,,2.00,0.00,2.00,16.00,1153.00,7.00,5.00,1185.00,146.00,2.00,10.00
GA,ATLANTA PUBLIC SCHOOLS,GA,COOK ELEMENTARY SCHOOL,130012000090,2011,Personnel salaries at school level - total,2062368.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,COOK ELEMENTARY SCHOOL,130012000090,2011,Personnel salaries at school level - instructional staff only,1752577.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,COOK ELEMENTARY SCHOOL,130012000090,2011,Non-personnel expenditures at school level,254934.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,COOK ELEMENTARY SCHOOL,130012000090,2011,Personnel salaries at school level - teachers only,1505681.00,31.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,COOK ELEMENTARY SCHOOL,130012000090,2011,Total enrollment,,,0.00,0.00,0.00,13.00,388.00,4.00,4.00,409.00,53.00,0.00,4.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2011,Personnel salaries at school level - total,1879597.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2011,Personnel salaries at school level - instructional staff only,1525239.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2011,Non-personnel expenditures at school level,40558.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2011,Personnel salaries at school level - teachers only,1338792.00,24.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CLEVELAND ELEMENTARY SCHOOL,130012000091,2011,Total enrollment,,,0.00,0.00,2.00,13.00,385.00,0.00,4.00,404.00,35.00,2.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,CASCADE ELEMENTARY SCHOOL,130012000092,2011,Personnel salaries at school level - total,2153519.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CASCADE ELEMENTARY SCHOOL,130012000092,2011,Personnel salaries at school level - instructional staff only,1847843.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CASCADE ELEMENTARY SCHOOL,130012000092,2011,Non-personnel expenditures at school level,60399.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CASCADE ELEMENTARY SCHOOL,130012000092,2011,Personnel salaries at school level - teachers only,1637442.00,30.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,CASCADE ELEMENTARY SCHOOL,130012000092,2011,Total enrollment,,,0.00,0.00,0.00,2.00,481.00,2.00,0.00,485.00,38.00,0.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITEFOORD ELEMENTARY SCHOOL,130012000097,2011,Personnel salaries at school level - total,1668042.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITEFOORD ELEMENTARY SCHOOL,130012000097,2011,Personnel salaries at school level - instructional staff only,1364314.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITEFOORD ELEMENTARY SCHOOL,130012000097,2011,Non-personnel expenditures at school level,39456.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITEFOORD ELEMENTARY SCHOOL,130012000097,2011,Personnel salaries at school level - teachers only,1255760.00,20.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITEFOORD ELEMENTARY SCHOOL,130012000097,2011,Total enrollment,,,0.00,0.00,0.00,4.00,268.00,4.00,7.00,283.00,29.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,SCOTT ELEMENTARY SCHOOL,130012000099,2011,Personnel salaries at school level - total,2528618.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCOTT ELEMENTARY SCHOOL,130012000099,2011,Personnel salaries at school level - instructional staff only,2274759.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCOTT ELEMENTARY SCHOOL,130012000099,2011,Non-personnel expenditures at school level,61168.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCOTT ELEMENTARY SCHOOL,130012000099,2011,Personnel salaries at school level - teachers only,2088138.00,40.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,SCOTT ELEMENTARY SCHOOL,130012000099,2011,Total enrollment,,,0.00,2.00,0.00,4.00,535.00,2.00,2.00,545.00,53.00,10.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,FICKETT ELEMENTARY SCHOOL,130012000103,2011,Personnel salaries at school level - total,3070310.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,FICKETT ELEMENTARY SCHOOL,130012000103,2011,Personnel salaries at school level - instructional staff only,2686055.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,FICKETT ELEMENTARY SCHOOL,130012000103,2011,Non-personnel expenditures at school level,89600.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,FICKETT ELEMENTARY SCHOOL,130012000103,2011,Personnel salaries at school level - teachers only,2463212.00,46.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,FICKETT ELEMENTARY SCHOOL,130012000103,2011,Total enrollment,,,2.00,0.00,0.00,10.00,700.00,4.00,7.00,723.00,59.00,0.00,7.00
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITE ELEMENTARY SCHOOL,130012000104,2011,Personnel salaries at school level - total,1766219.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITE ELEMENTARY SCHOOL,130012000104,2011,Personnel salaries at school level - instructional staff only,1490717.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITE ELEMENTARY SCHOOL,130012000104,2011,Non-personnel expenditures at school level,148115.00,,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITE ELEMENTARY SCHOOL,130012000104,2011,Personnel salaries at school level - teachers only,1328478.00,27.00,,,,,,,,,,,
GA,ATLANTA PUBLIC SCHOOLS,GA,WHITE ELEMENTARY SCHOOL,130012000104,2011,Total enrollment,,,0.00,0.00,0.00,4.00,334.00,0.00,4.00,342.00,38.00,0.00,0.00
GA,ATLANTA PUBLIC SCHOOLS,GA,PEYTON FOREST ELEMENTARY SCHOOL,130012000106,2011,Personnel salaries at school level - total,2314327.00,,,,,,,,,,,,
